t com min rx ry rz
3.9 1.084394 -0.3461051 319.5589 0.005567113 359.9932
3.92 1.074364 -0.3449345 320.5734 0.005460911 359.9933
3.94 1.064462 -0.3438017 321.5354 0.0053681 359.9934
3.96 1.054993 -0.342706 322.4258 0.00528964 359.9935
3.98 1.046255 -0.3416641 323.2257 0.005226366 359.9936
4 1.038529 -0.3407071 323.918 0.005178824 359.9937
4.02 1.032065 -0.3398731 324.4879 0.00514756 359.9937
4.04 1.027074 -0.3392026 324.9228 0.005132968 359.9938
4.06 1.023716 -0.3387303 325.2137 0.005135379 359.9938
4.08 1.022099 -0.3384814 325.3544 0.0051551 359.9937
4.1 1.022274 -0.3384674 325.3423 0.005192636 359.9937
4.12 1.024231 -0.3386841 325.1782 0.005248296 359.9936
4.14 1.027896 -0.339112 324.8669 0.005322116 359.9935
4.16 1.03313 -0.3397138 324.4177 0.005414031 359.9934
4.18 1.039732 -0.340446 323.8437 0.005523765 359.9932
4.2 1.047456 -0.3412585 323.1614 0.00565089 359.9931
4.22 1.05602 -0.3421118 322.3899 0.005794641 359.9929
4.24 1.065126 -0.3429744 321.5495 0.005953986 359.9927
4.26 1.074469 -0.3438368 320.6613 0.006127739 359.9924
4.28 1.08376 -0.3447104 319.7457 0.006314326 359.9922
4.3 1.092729 -0.3456261 318.822 0.006512001 359.9919
4.32 1.101143 -0.3466349 317.907 0.006718999 359.9917
4.34 1.108804 -0.3477995 317.0155 0.006933365 359.9914
4.36 1.115559 -0.3491898 316.1593 0.00715318 359.9911
4.38 1.121295 -0.3508739 315.3474 0.007376697 359.9908
4.4 1.125941 -0.3529143 314.5865 0.007602217 359.9906
4.42 1.12946 -0.3553617 313.881 0.0078282 359.9903
4.44 1.131848 -0.3582525 313.2335 0.008053297 359.99
4.46 1.133126 -0.3616047 312.6452 0.008276331 359.9897
4.48 1.133338 -0.3654203 312.1165 0.008496369 359.9894
4.5 1.13254 -0.3696856 311.6471 0.008712438 359.9892
4.52 1.130797 -0.3743722 311.2375 0.008923504 359.9889
4.54 1.128185 -0.3794346 310.8882 0.009128591 359.9887
4.56 1.124787 -0.3848131 310.5999 0.009326587 359.9884
4.58 1.120693 -0.3904347 310.3735 0.009516466 359.9882
4.6 1.115999 -0.3962159 310.2102 0.009696939 359.9879
4.62 1.110805 -0.4020619 310.1114 0.009866985 359.9877
4.64 1.105211 -0.4078717 310.0785 0.01002549 359.9875
4.66 1.099318 -0.4135382 310.1131 0.01017153 359.9873
4.68 1.093221 -0.4189501 310.2169 0.01030387 359.9872
4.7 1.087012 -0.4239955 310.3914 0.01041851 359.987
4.72 1.080778 -0.4285631 310.6378 0.01051119 359.9868
4.74 1.074595 -0.4325445 310.9573 0.01057857 359.9868
4.76 1.068529 -0.4358361 311.3506 0.01061836 359.9867
