t com min rx ry rz
9.3 4.387378 3.032362 316.0673 178.7751 334.3122
9.32 4.36229 3.017426 316.4332 174.7184 338.674
9.34 4.333277 3.00148 317.0183 170.7469 342.9513
9.36 4.300341 2.984472 317.8138 166.8926 347.1128
9.38 4.26348 2.96634 318.8088 163.1818 351.1325
9.4 4.222696 2.94701 319.9907 159.6344 354.9913
9.42 4.177987 2.926404 321.3458 156.2636 358.6764
9.44 4.129354 2.843762 322.8602 153.0769 2.180833
9.46 4.076798 2.724819 324.52 150.0768 5.502839
9.48 4.020318 2.605864 326.3116 147.2614 8.644754
9.5 3.959913 2.487092 328.2222 144.6261 11.61207
9.52 3.895585 2.368688 330.2399 142.1637 14.41251
9.54 3.827332 2.250814 332.3536 139.8657 17.0553
9.559999 3.755156 2.133626 334.5533 137.7229 19.55055
9.58 3.679055 2.017257 336.83 135.7256 21.90873
9.599999 3.59903 1.901825 339.1753 133.8642 24.14037
9.62 3.515082 1.787434 341.5819 132.1294 26.25578
9.639999 3.427209 1.674169 344.0433 130.5123 28.26493
9.66 3.335413 1.562096 346.5536 129.0047 30.17728
9.679999 3.239692 1.451269 349.1075 127.5988 32.00183
9.7 3.140048 1.341719 351.7004 126.2876 33.74704
9.719999 3.036479 1.233465 354.328 125.0649 35.42084
9.74 2.928987 1.126506 356.9867 123.9249 37.0307
9.76 2.81757 1.020825 359.673 122.8625 38.58367
9.78 2.70223 0.9080669 2.384001 121.8735 40.08638
9.8 2.582965 0.7953042 5.116882 120.9539 41.54517
9.82 2.459777 0.6836386 7.869199 120.1006 42.96607
9.84 2.332664 0.5730208 10.63869 119.3111 44.35497
9.86 2.201628 0.4633808 13.42332 118.5832 45.7176
9.88 2.066668 0.3546369 16.22116 117.9157 47.05967
9.9 1.927783 0.2466898 19.03045 117.3078 48.38689
9.92 1.784975 0.1394267 21.84954 116.7594 49.70518
9.94 1.638242 0.03271961 24.67687 116.2711 51.02064
9.96 1.487586 -0.07357121 27.51092 115.8447 52.33983
9.98 1.333005 -0.1796012 30.35023 115.4824 53.66984
10 1.174565 -0.2854524 33.19386 115.1879 55.01964
