t n fps
5.071951 50 325
5.074929 50 327
5.077866 50 330
5.080719 50 334
5.084778 50 311
5.088173 50 308
5.091409 50 308
5.094675 50 307
5.097612 50 313
5.100715 50 315
5.104225 50 308
5.107234 50 313
5.110354 50 314
5.113331 50 318
5.116175 50 324
5.119137 50 327
5.122001 50 331
5.125453 50 322
5.128412 50 325
5.131608 50 322
5.134364 50 329
5.13736 50 330
5.140221 50 334
5.143608 50 325
5.146537 50 328
5.149525 50 329
5.152369 50 334
5.155104 50 339
5.158245 50 335
5.161344 50 332
5.165058 50 317
5.167892 50 324
5.170672 50 330
5.173439 50 336
5.176275 50 339
5.178948 50 345
5.181709 50 349
5.185148 50 335
5.190359 50 291
5.193398 50 298
5.196537 50 302
5.199543 50 308
5.202732 50 309
5.206373 50 301
5.209684 50 301
5.212816 50 305
5.215732 50 311
5.218626 50 318
5.221528 50 323
5.224958 50 316
5.228047 50 317
5.231228 50 317
5.234162 50 321
5.237112 50 324
5.240006 50 328
5.243406 50 321
5.248625 50 282
5.251494 50 294
5.254918 50 293
5.257851 50 302
5.260936 50 306
5.264447 50 301
5.267122 50 313
5.270348 50 313
5.273732 50 309
5.276666 50 315
5.279665 50 318
5.28281 50 318
5.286803 50 302
5.289771 50 308
5.292825 50 312
5.295743 50 317
5.298889 50 317
5.30176 50 323
5.305445 50 311
5.308283 50 318
5.311312 50 321
5.314665 50 316
5.318034 50 312
5.321052 50 315
5.324692 50 306
5.327766 50 310
5.33058 50 318
5.333536 50 322
5.336456 50 325
5.339318 50 330
5.342407 50 329
5.34577 50 322
5.348873 50 322
5.351803 50 325
5.354847 50 326
5.357809 50 328
5.361053 50 324
5.364631 50 314
5.367514 50 320
5.370245 50 328
5.37334 50 327
5.376039 50 335
5.378816 50 339
5.381879 50 337
5.385234 50 328
5.387941 50 335
5.391184 50 330
5.394762 50 318
5.397861 50 319
5.400814 50 323
5.404082 50 319
5.406942 50 325
5.409871 50 328
5.413563 50 314
5.416428 50 321
5.419523 50 321
5.422467 50 325
5.425821 50 319
5.428862 50 321
5.432025 50 320
5.43502 50 322
5.438006 50 325
5.440994 50 326
5.444913 50 309
5.450245 50 273
5.453122 50 286
5.456069 50 295
5.459122 50 301
5.462123 50 307
5.465798 50 299
5.469052 50 300
5.47183 50 311
5.47469 50 318
5.47774 50 320
5.480677 50 323
5.48405 50 318
5.489969 50 270
5.498746 50 212
5.503276 50 213
5.510936 50 189
5.514875 50 199
5.52145 50 187
5.527036 50 186
5.531738 50 190
5.536041 50 197
5.540053 50 206
5.545455 50 201
5.549655 50 208
5.553658 50 215
5.557284 50 225
5.561398 50 228
5.571332 50 182
5.575383 50 192
5.585962 50 159
5.596794 50 139
5.600851 50 152
5.605524 50 161
5.609254 50 175
5.613714 50 183
5.619868 50 178
5.626845 50 170
5.631392 50 178
5.635623 50 187
5.642405 50 177
5.646778 50 186
5.653379 50 178
5.657133 50 190
5.660672 50 203
5.664879 50 209
5.668489 50 220
5.673086 50 219
5.676537 50 231
5.680394 50 236
5.684753 50 234
5.687699 50 250
5.691367 50 254
5.694802 50 261
5.698932 50 257
5.703333 50 250
5.70921 50 228
5.712943 50 235
5.716529 50 243
5.722937 50 218
5.728239 50 212
5.731925 50 221
5.73566 50 229
5.739525 50 234
5.742667 50 247
5.747856 50 234
5.750872 50 249
5.753949 50 261
5.757627 50 263
5.760528 50 276
5.763974 50 279
5.767003 50 287
5.770397 50 289
5.778823 50 224
5.781733 50 241
5.785148 50 250
5.788091 50 264
5.791502 50 269
5.794858 50 274
5.798551 50 273
5.801911 50 278
5.808702 50 236
5.813066 50 234
5.81742 50 233
5.820908 50 242
5.827274 50 218
5.831776 50 219
5.835701 50 225
5.839849 50 228
5.84401 50 230
5.849204 50 222
5.855849 50 202
5.858971 50 218
5.86261 50 228
5.867362 50 224
5.870433 50 239
5.873435 50 253
5.876297 50 268
5.879111 50 282
5.882924 50 277
5.886734 50 274
5.889554 50 287
5.892344 50 299
5.895069 50 310
5.898479 50 307
5.901483 50 312
5.905287 50 300
5.908351 50 305
5.911519 50 307
5.915911 50 287
5.919 50 293
5.92208 50 299
5.925679 50 295
5.92855 50 304
5.931415 50 312
5.934328 50 318
5.937356 50 320
5.94009 50 328
5.943943 50 311
5.947086 50 313
5.950238 50 314
5.953305 50 316
5.95638 50 318
5.959748 50 313
5.962839 50 315
5.96625 50 310
5.969296 50 314
5.972236 50 319
5.975214 50 322
5.978192 50 324
5.981047 50 329
5.984549 50 319
5.987473 50 323
5.990626 50 322
5.993372 50 330
5.996238 50 333
5.999067 50 337
6.001973 50 338
6.005597 50 324
6.008244 50 333
6.011289 50 332
6.014086 50 337
6.016793 50 343
6.019785 50 341
6.022748 50 340
6.026211 50 328
6.029002 50 334
6.031938 50 335
6.034732 50 339
6.038474 50 322
6.041358 50 326
6.04494 50 316
6.047756 50 323
6.050756 50 325
6.055737 50 289
6.058565 50 300
6.061628 50 305
6.065293 50 298
6.068232 50 305
6.071137 50 312
6.074242 50 314
6.076949 50 324
6.079811 50 328
6.08253 50 335
6.085887 50 327
6.088707 50 332
6.091501 50 337
6.09459 50 334
6.097668 50 332
6.101086 50 323
6.104795 50 311
6.10763 50 318
6.110755 50 318
6.11367 50 323
6.116715 50 324
6.119727 50 325
6.122706 50 327
6.126227 50 318
6.129329 50 318
6.132259 50 323
6.135229 50 325
6.137887 50 334
6.14078 50 336
6.144169 50 327
6.147376 50 324
6.150224 50 329
6.153146 50 331
6.155982 50 335
6.159113 50 332
6.162076 50 333
6.165731 50 319
6.168571 50 325
6.171267 50 333
6.173994 50 339
6.176844 50 341
6.179702 50 343
6.183107 50 332
6.18646 50 324
6.189594 50 323
6.192384 50 330
6.195249 50 333
6.198133 50 336
6.201173 50 334
6.204714 50 322
6.207665 50 325
6.210501 50 330
6.21333 50 335
6.216121 50 339
6.21893 50 342
6.221799 50 343
6.22564 50 323
6.228717 50 323
6.231599 50 327
6.234455 50 332
6.237307 50 335
6.240372 50 333
6.250651 50 224
6.253474 50 242
6.258836 50 228
6.261692 50 245
6.268791 50 213
6.271935 50 228
6.275101 50 242
6.278129 50 255
6.281374 50 264
6.284866 50 268
6.287916 50 278
6.290933 50 288
6.29386 50 297
6.296618 50 308
6.299548 50 314
6.302318 50 322
6.306016 50 310
6.309128 50 312
6.312005 50 319
6.314902 50 324
6.317826 50 327
6.320993 50 325
6.32419 50 322
6.326986 50 329
6.330003 50 329
6.333096 50 328
6.33606 50 330
6.338877 50 334
6.341603 50 340
6.344987 50 330
6.347736 50 336
6.350785 50 334
6.353802 50 334
6.35683 50 333
6.359759 50 334
6.362492 50 340
6.366247 50 322
6.369635 50 316
6.372604 50 320
6.375796 50 319
6.378696 50 323
6.381863 50 322
6.385448 50 312
6.388267 50 320
6.390973 50 328
6.393699 50 335
6.396549 50 338
6.399261 50 344
6.402328 50 340
6.405743 50 329
6.408669 50 332
6.411461 50 337
6.414332 50 339
6.417195 50 341
6.420064 50 342
6.423731 50 325
6.427156 50 318
6.430295 50 318
6.433079 50 325
6.436249 50 323
6.439326 50 324
6.442724 50 317
6.446221 50 310
6.449144 50 316
6.452038 50 321
6.454912 50 326
6.459833 50 291
6.462851 50 298
6.466729 50 289
6.469562 50 300
6.472376 50 309
6.475549 50 310
6.478456 50 316
6.481256 50 324
6.484472 50 321
6.487284 50 327
6.490443 50 325
6.493508 50 325
6.49646 50 328
6.499237 50 334
6.502234 50 334
6.505711 50 323
6.508623 50 327
6.511413 50 333
6.514289 50 335
6.517015 50 341
6.519953 50 341
6.522975 50 339
6.526401 50 328
6.530086 50 315
6.532923 50 322
6.535968 50 323
6.538697 50 331
6.541423 50 337
6.545015 50 323
6.548595 50 313
6.551789 50 313
6.554364 50 326
6.557082 50 333
6.560051 50 334
6.563414 50 326
6.566002 50 336
6.56868 50 343
6.571277 50 351
6.573977 50 354
6.577098 50 347
6.580011 50 346
6.583637 50 329
6.586505 50 333
6.589583 50 331
6.592426 50 335
6.59519 50 340
6.598554 50 330
6.601642 50 329
6.604835 50 326
6.607502 50 334
6.610285 50 339
6.612854 50 348
6.615711 50 348
6.618707 50 345
6.621628 50 344
6.625216 50 329
6.62819 50 330
6.631216 50 330
6.634183 50 331
6.636946 50 337
6.639762 50 340
6.642572 50 343
6.646112 50 329
6.648826 50 336
6.651612 50 340
6.654338 50 345
6.657238 50 345
6.662584 50 295
6.665888 50 296
6.669376 50 294
6.672046 50 307
6.67479 50 317
6.677681 50 323
6.680496 50 328
6.68421 50 315
6.687109 50 320
6.690395 50 317
6.693495 50 318
6.696815 50 314
6.699943 50 315
6.702731 50 323
6.706649 50 307
6.709528 50 314
6.712305 50 322
6.715199 50 326
6.718218 50 327
6.721474 50 323
6.725155 50 311
6.727971 50 319
6.730757 50 326
6.733463 50 334
6.736372 50 336
6.739132 50 341
6.741974 50 343
6.745338 50 332
6.748006 50 340
6.751116 50 336
6.753915 50 340
6.756935 50 338
6.759644 50 344
6.762464 50 346
6.766002 50 331
6.768725 50 337
6.771465 50 343
6.774126 50 349
6.776888 50 351
6.780236 50 339
6.783753 50 326
6.786738 50 328
6.789602 50 332
6.792411 50 336
6.795209 50 340
6.798082 50 342
6.801239 50 336
6.804713 50 325
6.807575 50 330
6.810493 50 332
6.813307 50 336
6.816255 50 337
6.819216 50 337
6.822344 50 333
6.825889 50 321
6.828797 50 326
6.831854 50 326
6.834668 50 331
6.837728 50 330
6.840704 50 331
6.844501 50 315
6.847266 50 323
6.850278 50 325
6.853112 50 330
6.855824 50 337
6.859019 50 332
6.863953 50 294
6.867605 50 290
6.87041 50 301
6.873241 50 310
6.875988 50 319
6.878858 50 325
6.882021 50 323
6.885311 50 319
6.888196 50 324
6.890974 50 330
6.893872 50 333
6.896625 50 339
6.899493 50 341
6.90242 50 341
6.906159 50 323
6.908989 50 328
6.911817 50 333
6.914548 50 339
6.917369 50 342
6.920225 50 344
6.923698 50 331
6.92653 50 335
6.929382 50 338
6.932323 50 338
6.935062 50 343
6.938086 50 340
6.94105 50 340
6.944869 50 320
6.948055 50 319
6.951066 50 321
6.953923 50 327
6.956972 50 327
6.960025 50 327
6.963386 50 320
6.966139 50 328
6.968819 50 336
6.971684 50 339
6.974611 50 339
6.977449 50 342
6.980204 50 346
6.983976 50 326
6.986947 50 328
6.989989 50 328
6.993264 50 323
6.99643 50 321
6.999453 50 323
7.002415 50 326
7.006056 50 314
7.009007 50 319
7.011959 50 322
7.01477 50 328
7.01758 50 333
7.020509 50 335
7.024204 50 320
7.027181 50 323
7.029976 50 329
7.032796 50 334
7.035763 50 334
7.038918 50 331
7.042077 50 328
7.045617 50 317
7.048355 50 326
7.051202 50 330
7.053998 50 335
7.05688 50 338
7.059664 50 342
7.06449 50 302
7.067822 50 302
7.07106 50 303
7.073966 50 310
7.076748 50 319
7.080151 50 313
7.083649 50 307
7.086674 50 312
7.089515 50 319
7.092381 50 324
7.095023 50 334
7.097822 50 338
7.10077 50 338
7.104074 50 330
7.106877 50 335
7.109676 50 339
7.112444 50 343
7.115402 50 342
7.118454 50 339
7.121675 50 333
7.125203 50 322
7.12827 50 322
7.131492 50 320
7.134504 50 322
7.137186 50 331
7.140154 50 332
7.143692 50 321
7.146504 50 327
7.149347 50 332
7.152191 50 335
7.154981 50 340
7.157805 50 342
7.160552 50 346
7.164083 50 331
7.166847 50 337
7.16962 50 341
7.172334 50 346
7.175341 50 343
7.178032 50 349
7.181 50 346
7.184728 50 327
7.187702 50 329
7.190837 50 327
7.193835 50 328
7.196929 50 327
7.200332 50 320
7.20391 50 311
7.206921 50 315
7.210065 50 315
7.213046 50 319
7.216212 50 318
7.219229 50 321
7.221995 50 328
7.226167 50 305
7.231557 50 270
7.234418 50 283
7.237521 50 290
7.240421 50 299
7.244018 50 295
7.247025 50 302
7.249908 50 310
7.253199 50 308
7.256648 50 304
7.259806 50 307
7.264789 50 277
7.268845 50 270
7.272319 50 274
7.275708 50 278
7.278605 50 289
7.281788 50 293
7.285582 50 287
7.28849 50 297
7.291357 50 306
7.294198 50 314
7.297106 50 319
7.300203 50 320
7.303707 50 312
7.306657 50 317
7.309547 50 322
7.312453 50 326
7.315331 50 330
7.318429 50 329
7.321712 50 323
7.325269 50 314
7.328234 50 318
7.331029 50 325
7.333691 50 334
7.336558 50 337
7.339764 50 332
7.34246 50 339
7.345715 50 332
7.34884 50 329
7.351808 50 331
7.354572 50 336
7.357451 50 338
7.360276 50 341
7.363562 50 333
7.366838 50 327
7.36971 50 331
7.372497 50 336
7.375315 50 340
7.378148 50 342
7.381121 50 341
7.38448 50 331
7.387609 50 329
7.390517 50 331
7.393431 50 334
7.396246 50 338
7.399184 50 338
7.40225 50 336
7.405754 50 324
7.408698 50 327
7.411646 50 329
7.414763 50 327
7.417665 50 331
7.420639 50 332
7.424005 50 324
7.427113 50 323
7.429995 50 328
7.432842 50 332
7.435806 50 333
7.439061 50 327
7.442334 50 323
7.446646 50 299
7.449826 50 302
7.452756 50 309
7.455659 50 315
7.458822 50 315
7.461841 50 318
7.467247 50 278
7.470021 50 291
7.472994 50 299
7.476145 50 303
7.478881 50 313
7.481735 50 320
7.484949 50 318
7.4878 50 324
7.490807 50 326
7.49391 50 325
7.497069 50 323
7.499996 50 327
7.502809 50 332
7.506895 50 310
7.509799 50 316
7.513036 50 314
7.515972 50 319
7.518866 50 324
7.521746 50 328
7.525043 50 323
7.527864 50 329
7.531228 50 322
7.534452 50 319
7.537633 50 318
7.540498 50 324
7.544109 50 313
7.546871 50 322
7.549872 50 324
7.552742 50 328
7.555597 50 332
7.558364 50 338
7.561058 50 344
7.564539 50 331
7.567563 50 331
7.570703 50 328
7.573728 50 328
7.576626 50 332
7.579593 50 333
7.582622 50 332
7.58626 50 319
7.589533 50 316
7.592379 50 322
7.595085 50 331
7.597711 50 339
7.600736 50 338
7.610454 50 232
7.613208 50 250
7.61608 50 265
7.618998 50 277
7.621915 50 288
7.625182 50 291
7.628059 50 301
7.630748 50 313
7.633774 50 316
7.63654 50 324
7.639362 50 330
7.642112 50 336
7.645379 50 329
7.648295 50 332
7.651437 50 329
7.654456 50 329
7.657529 50 328
7.660627 50 327
7.664414 50 312
7.669197 50 284
7.672113 50 294
7.675171 50 300
7.677956 50 310
7.680911 50 315
7.684304 50 311
7.687373 50 314
7.69022 50 320
7.69306 50 326
7.695984 50 329
7.698879 50 332
7.701889 50 332
7.705227 50 325
7.708109 50 329
7.711114 50 330
7.714216 50 328
7.716986 50 334
7.719704 50 340
7.722533 50 343
7.726087 50 328
7.728959 50 332
7.731658 50 339
7.734571 50 340
7.737724 50 335
7.741331 50 321
7.744704 50 316
7.747633 50 321
7.750707 50 321
7.753464 50 329
7.756229 50 335
7.759091 50 338
7.762192 50 334
7.7656 50 325
7.768391 50 331
7.771215 50 335
7.77407 50 338
7.776845 50 342
7.779746 50 343
7.782814 50 339
7.786213 50 329
7.78896 50 335
7.791728 50 340
7.794403 50 346
7.797112 50 351
7.799895 50 352
7.802521 50 357
7.805798 50 345
7.808473 50 351
7.811279 50 352
7.813954 50 356
7.816611 50 360
7.819327 50 361
7.822021 50 363
7.825883 50 336
7.828777 50 338
7.831771 50 337
7.834859 50 334
7.8378 50 335
7.841013 50 330
7.84468 50 317
7.847844 50 316
7.851341 50 310
7.854146 50 318
7.856991 50 324
7.85974 50 331
7.862427 50 339
7.865675 50 332
7.870395 50 298
7.873301 50 306
7.876001 50 317
7.878817 50 324
7.881742 50 327
7.88498 50 323
7.887609 50 333
7.890372 50 338
7.893118 50 343
7.895997 50 344
7.898772 50 347
7.901752 50 345
7.905549 50 324
7.908442 50 328
7.911472 50 329
7.914229 50 335
7.917056 50 338
7.919956 50 340
7.9227 50 344
7.92619 50 331
7.928942 50 337
7.931847 50 338
7.934608 50 343
7.937388 50 346
7.940176 50 348
7.943424 50 339
7.946232 50 342
7.9491 50 343
7.952375 50 335
7.955066 50 342
7.957894 50 344
7.960767 50 345
7.964514 50 325
7.967487 50 328
7.97056 50 327
7.973733 50 324
7.976795 50 325
7.979687 50 329
7.982468 50 334
7.985818 50 326
7.988697 50 330
7.991564 50 334
7.994446 50 336
7.997345 50 338
8.000724 50 328
8.004113 50 321
8.007245 50 321
8.011137 50 305
8.014104 50 311
8.01894 50 282
8.023182 50 272
8.028753 50 246
8.035029 50 222
8.038641 50 231
8.042932 50 231
8.047345 50 230
8.050979 50 238
8.056987 50 219
8.060652 50 228
8.065023 50 228
8.068724 50 235
8.074758 50 217
8.079106 50 219
8.082481 50 231
8.086765 50 232
8.090928 50 233
8.0949 50 237
8.099649 50 231
8.103324 50 238
8.107348 50 240
8.110866 50 248
8.114761 50 249
8.117498 50 266
8.121095 50 268
8.125422 50 260
8.128449 50 271
8.131385 50 283
8.134872 50 283
8.137669 50 296
8.14071 50 302
8.144474 50 294
8.147865 50 294
8.150726 50 303
8.153769 50 308
8.156682 50 314
8.159822 50 315
8.162885 50 317
8.166222 50 313
8.169372 50 314
8.172517 50 315
8.175483 50 319
8.180058 50 292
8.183805 50 286
8.186826 50 294
8.189709 50 303
8.192614 50 311
8.19564 50 314
8.198453 50 322
8.201447 50 324
8.204863 50 317
8.207865 50 320
8.210683 50 326
8.213836 50 324
8.216645 50 330
8.219621 50 331
8.222542 50 333
8.226176 50 320
8.229008 50 326
8.23209 50 325
8.234945 50 330
8.237783 50 334
8.240662 50 337
8.24684 50 277
8.24996 50 284
8.2529 50 294
8.256648 50 288
8.259991 50 290
8.262937 50 299
8.26635 50 297
8.269216 50 306
8.274162 50 278
8.277431 50 283
8.280362 50 293
8.283875 50 291
8.28692 50 298
8.290058 50 302
8.293353 50 302
8.296349 50 308
8.29951 50 309
8.302752 50 309
8.306628 50 297
8.309837 50 300
8.313099 50 301
8.316239 50 304
8.319418 50 306
8.322599 50 308
8.326617 50 294
8.329471 50 303
8.332765 50 303
8.336004 50 304
8.3394 50 302
8.342678 50 303
8.346214 50 298
8.349157 50 306
8.352187 50 310
8.355063 50 317
8.357915 50 323
8.361127 50 321
8.366449 50 281
8.373214 50 238
8.377795 50 233
8.381397 50 241
8.385794 50 238
8.389719 50 241
8.393753 50 242
8.397639 50 245
8.401276 50 250
8.405429 50 248
8.408578 50 260
8.41259 50 257
8.417077 50 250
8.421035 50 250
8.425106 50 249
8.429174 50 248
8.432959 50 251
8.437246 50 247
8.441525 50 244
8.4463 50 236
8.450197 50 240
8.453128 50 255
8.457265 50 252
8.460868 50 257
8.464518 50 260
8.468981 50 252
8.475413 50 224
8.481411 50 209
8.489577 50 183
8.493361 50 195
8.497526 50 203
8.501314 50 212
8.505901 50 213
8.509359 50 225
8.512874 50 235
8.516441 50 243
8.520913 50 239
8.524858 50 241
8.529195 50 239
8.533382 50 239
8.536833 50 247
8.540968 50 246
8.545685 50 238
8.549302 50 245
8.553283 50 246
8.556699 50 254
8.561005 50 249
8.565173 50 247
8.573502 50 204
8.577524 50 211
8.583543 50 200
8.58991 50 190
8.593735 50 201
8.598135 50 205
8.603341 50 202
8.607753 50 207
8.613771 50 197
8.619086 50 195
8.624955 50 189
8.629488 50 195
8.633299 50 205
8.637218 50 214
8.642029 50 212
8.648222 50 200
8.654833 50 187
8.659469 50 192
8.66334 50 203
8.667987 50 205
8.671574 50 216
8.676151 50 217
8.685027 50 183
8.689896 50 187
8.693787 50 198
8.69808 50 204
8.702293 50 210
8.706851 50 211
8.711504 50 212
8.715124 50 222
8.719261 50 226
8.723112 50 232
8.727624 50 230
8.731612 50 233
8.739999 50 196
8.744232 50 203
8.749132 50 203
8.753147 50 211
8.757122 50 218
8.761029 50 224
8.765461 50 224
8.76968 50 227
8.773896 50 229
8.77795 50 232
8.781752 50 237
8.78714 50 225
8.791098 50 230
8.79533 50 231
8.799726 50 230
8.803822 50 233
8.809504 50 218
8.813562 50 223
8.818344 50 220
8.822089 50 228
8.827141 50 221
8.830853 50 229
8.83513 50 230
8.838797 50 238
8.843134 50 236
8.847641 50 233
8.851521 50 237
8.855311 50 242
8.858886 50 249
8.862894 50 249
8.867039 50 247
8.870973 50 248
8.874702 50 252
8.878699 50 252
8.885144 50 224
8.889569 50 224
8.892805 50 237
8.896573 50 242
8.900606 50 243
8.904069 50 251
8.908702 50 243
8.913866 50 231
8.917228 50 242
8.92092 50 247
8.925097 50 245
8.928887 50 249
8.932591 50 253
8.935401 50 268
8.93904 50 269
8.942474 50 273
8.946205 50 272
8.950294 50 266
8.953145 50 279
8.956014 50 291
8.958826 50 302
8.962906 50 288
8.966645 50 284
8.971113 50 269
8.974511 50 274
8.980312 50 245
8.984157 50 248
8.987089 50 262
8.989932 50 276
8.993549 50 276
8.996844 50 281
8.999624 50 294
9.002662 50 300
9.007622 50 273
9.01055 50 285
9.013322 50 297
9.016335 50 303
9.019361 50 308
9.02241 50 312
9.02588 50 307
9.028737 50 314
9.031908 50 315
9.034781 50 321
9.037674 50 325
9.040583 50 329
9.043889 50 323
9.046773 50 327
9.049708 50 330
9.052687 50 331
9.055579 50 334
9.058505 50 335
9.061551 50 334
9.065056 50 323
9.067899 50 328
9.070809 50 331
9.073864 50 330
9.076759 50 333
9.079625 50 336
9.08491 50 291
9.088379 50 290
9.091366 50 298
9.094715 50 298
9.098046 50 298
9.101431 50 298
9.105367 50 288
9.108489 50 294
9.114855 50 250
9.118066 50 260
9.121146 50 271
9.124688 50 273
9.128217 50 275
9.130948 50 289
9.133785 50 300
9.136661 50 308
9.13962 50 314
9.142428 50 321
9.147223 50 290
9.149882 50 304
9.153193 50 303
9.156082 50 311
9.160126 50 296
9.165916 50 259
9.169159 50 267
9.172246 50 277
9.176356 50 269
9.179357 50 280
9.182179 50 292
9.187068 50 269
9.190001 50 281
9.192847 50 292
9.195464 50 307
9.198318 50 315
9.201204 50 320
9.204764 50 311
9.208726 50 297
9.211977 50 299
9.214783 50 309
9.217727 50 315
9.220708 50 319
9.224066 50 314
9.226929 50 320
9.229759 50 326
9.232925 50 324
9.236068 50 323
9.239455 50 317
9.242109 50 327
9.245464 50 321
9.248113 50 331
9.251421 50 324
9.254457 50 325
9.257365 50 329
9.260202 50 333
9.26358 50 325
9.266471 50 329
9.269381 50 332
9.272215 50 336
9.275133 50 337
9.277932 50 341
9.281153 50 334
9.286744 50 284
9.289757 50 293
9.292664 50 302
9.295385 50 313
9.298295 50 318
9.301123 50 325
9.30479 50 313
9.307839 50 316
9.310691 50 322
9.313537 50 327
9.316374 50 332
9.319414 50 331
9.322256 50 335
9.32552 50 329
9.328379 50 333
9.331236 50 336
9.334037 50 340
9.337018 50 339
9.340552 50 326
9.344554 50 307
9.347677 50 309
9.350633 50 315
9.353441 50 322
9.356236 50 329
9.359012 50 334
9.361914 50 336
9.365172 50 330
9.367865 50 337
9.370659 50 341
9.373563 50 342
9.376527 50 341
9.382505 50 282
9.386484 50 275
9.389366 50 287
9.392539 50 292
9.395478 50 301
9.398422 50 308
9.401707 50 307
9.405275 50 301
9.408462 50 303
9.411321 50 312
9.414075 50 321
9.416811 50 329
9.419823 50 329
9.422754 50 331
9.426172 50 323
9.42892 50 330
9.432542 50 318
9.435436 50 323
9.438443 50 325
9.441245 50 330
9.444619 50 323
9.447456 50 328
9.450213 50 335
9.453023 50 339
9.45614 50 335
9.459002 50 337
9.461879 50 339
9.465253 50 330
9.46809 50 334
9.47149 50 325
9.474626 50 324
9.477225 50 334
9.480109 50 337
9.483762 50 322
9.489819 50 270
9.492978 50 278
9.495932 50 288
9.498974 50 296
9.502167 50 299
9.505825 50 293
9.508755 50 302
9.511415 50 314
9.514207 50 322
9.517034 50 328
9.519801 50 334
9.522655 50 337
9.526065 50 327
9.528983 50 330
9.531988 50 330
9.534772 50 336
9.537623 50 339
9.540786 50 334
9.544469 50 319
9.547314 50 325
9.550182 50 329
9.552979 50 334
9.555714 50 340
9.558682 50 339
9.561488 50 343
9.564996 50 329
9.567699 50 336
9.570991 50 329
9.573759 50 335
9.576861 50 332
9.57988 50 332
9.582716 50 336
9.586153 50 326
9.589047 50 329
9.591873 50 334
9.594774 50 336
9.597944 50 332
9.600849 50 334
9.604385 50 322
9.607264 50 327
9.610331 50 327
9.613339 50 328
9.616218 50 331
9.619103 50 334
9.621808 50 341
9.625142 50 332
9.628314 50 328
9.631371 50 328
9.634231 50 332
9.637071 50 336
9.640013 50 336
9.643408 50 327
9.646572 50 325
9.649544 50 327
9.652797 50 323
9.655697 50 327
9.658582 50 330
9.661417 50 335
9.664625 50 330
9.667423 50 335
9.670341 50 336
9.673156 50 340
9.676114 50 339
9.679008 50 340
9.681736 50 345
9.685081 50 335
9.690387 50 290
9.693634 50 293
9.696663 50 300
9.70003 50 299
9.704064 50 287
9.707304 50 291
9.710403 50 297
9.713499 50 302
9.716352 50 310
9.719524 50 311
9.722855 50 309
9.72658 50 300
9.72992 50 299
9.732925 50 306
9.736044 50 308
9.73929 50 308
9.74225 50 314
9.746016 50 303
9.749075 50 307
9.752196 50 309
9.755239 50 313
9.758559 50 310
9.761758 50 311
9.765106 50 308
9.768064 50 314
9.770934 50 320
9.773859 50 324
9.776863 50 326
9.779817 50 328
9.782565 50 335
9.786641 50 312
9.789604 50 316
9.792506 50 322
9.795336 50 327
9.798478 50 325
9.801539 50 326
9.804925 50 319
9.807752 50 325
9.810791 50 326
9.813713 50 329
9.816928 50 325
9.819755 50 330
9.822565 50 335
9.825652 50 333
9.828487 50 336
9.831338 50 339
9.834212 50 341
9.836976 50 345
9.840099 50 339
9.843595 50 327
9.846636 50 327
9.84945 50 332
9.852618 50 329
9.855534 50 331
9.858466 50 333
9.861587 50 331
9.865078 50 321
9.868097 50 322
9.870952 50 328
9.87396 50 328
9.876783 50 333
9.880078 50 327
9.883552 50 318
9.886555 50 321
9.89218 50 276
9.894955 50 290
9.897815 50 300
9.901012 50 302
9.904738 50 295
9.907889 50 299
9.910951 50 304
9.91399 50 309
9.916736 50 318
9.919548 50 325
9.922412 50 329
9.925521 50 328
9.928405 50 331
9.931849 50 322
9.935603 50 309
9.938756 50 311
9.941895 50 312
9.945335 50 307
9.948253 50 314
9.951269 50 317
9.954149 50 323
9.956934 50 329
9.960066 50 327
9.963305 50 323
9.966143 50 328
9.969058 50 331
9.971952 50 334
9.974895 50 335
9.977677 50 339
9.980511 50 342
9.983729 50 335
9.986513 50 340
9.989331 50 342
9.992246 50 342
9.99503 50 346
9.997915 50 346
10.00068 50 349
