t com min rx ry rz
0.8 1.782321 0.8984373 45 9.84819E-06 5.92749E-06
0.82 1.621437 0.7375534 45 9.84819E-06 5.92749E-06
0.84 1.456629 0.5727453 45 9.84819E-06 5.92749E-06
0.86 1.287897 0.4040134 45 9.84819E-06 5.92749E-06
0.88 1.115241 0.2313576 45 9.84819E-06 5.92749E-06
0.9 0.9386615 0.05477762 45 9.84819E-06 5.92749E-06
0.92 0.7581575 -0.1257263 45 9.84819E-06 5.92749E-06
0.94 0.5737295 -0.3101543 45 9.84819E-06 5.92749E-06
0.96 0.4755941 -0.4026734 45.60153 9.94532E-06 6.033071E-06
0.98 0.4037403 -0.4623082 46.87605 1.016097E-05 6.266155E-06
1 0.3474393 -0.5000377 48.7333 1.050127E-05 6.630743E-06
1.02 0.3018997 -0.5217977 50.99166 1.096231E-05 7.11955E-06
1.04 0.2644545 -0.5315403 53.48187 1.666653E-05 1.030935E-05
1.06 0.2334374 -0.5318395 56.09763 3.964028E-06 1.772509E-07
1.08 0.2077211 -0.5243427 58.78458 1.722409E-05 9.702218E-06
1.1 0.1864867 -0.5101873 61.5143 -5.49277E-06 -9.229898E-06
1.12 0.1690935 -0.4902848 64.2675 5.917717E-05 4.926906E-05
1.14 0.1549983 -0.4654788 67.02647 -0.0001771111 -0.0001684864
1.16 0.143704 -0.4366282 69.77242 0.0006105714 0.0005651917
1.18 0.134727 -0.4046348 72.48524 -0.001993961 -0.001899894
1.2 0.1275801 -0.3704454 75.14459 0.006672683 0.00642185
1.22 0.121774 -0.3350405 77.72963 359.9779 359.9785
1.24 0.1169296 -0.2995671 80.20395 0.07283542 0.07161751
1.26 0.1127904 -0.2651423 82.5272 359.7654 359.7677
1.28 0.1091978 -0.2327005 84.66443 0.7312248 0.7274752
1.3 0.1060704 -0.2029617 86.58775 357.7732 357.778
1.32 0.1033831 -0.1764542 88.27014 7.226234 7.222175
1.34 0.1011489 -0.1535683 89.60337 312.9123 312.9135
1.36 0.09940218 -0.1665438 89.0347 161.5114 161.5141
1.38 0.09818479 -0.183782 88.14734 186.8835 186.8792
1.4 0.09753525 -0.1960138 87.48994 178.9215 178.9231
1.42 0.09748098 -0.2035222 87.05743 179.213 179.2143
1.44 0.09803373 -0.2064512 86.8549 179.3116 179.3127
1.46 0.09918537 -0.2049025 86.87801 179.3408 179.3417
1.48 0.1009048 -0.1990319 87.11942 179.3216 179.3222
1.5 0.1031392 -0.1893011 87.55439 179.2288 179.229
1.52 0.1058178 -0.1765741 88.13606 179.0021 179.0019
1.54 0.108857 -0.1619474 88.80466 178.4475 178.4469
1.56 0.1121673 -0.1465509 89.49915 176.2932 176.2923
1.58 0.1156578 -0.1372834 89.83098 10.88327 10.88206
1.6 0.1192399 -0.14416 89.23077 2.414352 2.412794
1.62 0.1228296 -0.1492946 88.72867 1.461569 1.459738
1.64 0.1263476 -0.1524293 88.34496 1.123243 1.121177
1.66 0.1297191 -0.1534416 88.09165 0.9743655 0.9721133
1.68 0.1328737 -0.1523118 87.97445 0.9182196 0.9158235
1.7 0.1357447 -0.1491008 87.99416 0.9272264 0.9247229
1.72 0.1382695 -0.1439389 88.1466 1.003306 1.000736
1.74 0.1403908 -0.137114 88.41824 1.175211 1.172607
1.76 0.1420582 -0.1290969 88.78453 1.52829 1.525688
1.78 0.1432308 -0.1204757 89.21291 2.359128 2.356548
1.8 0.143879 -0.1118738 89.66956 5.606864 5.604314
1.82 0.1439868 -0.1081424 89.87646 165.1482 165.1459
1.84 0.1435521 -0.1158605 89.45932 176.5723 176.5698
1.86 0.1425874 -0.1230938 89.09908 177.9435 177.9411
1.88 0.1411202 -0.1295068 88.81485 178.438 178.4356
1.9 0.1391913 -0.1348439 88.61832 178.6604 178.6579
1.92 0.1368525 -0.1389222 88.51814 178.7513 178.7487
1.94 0.1341638 -0.1416252 88.5172 178.7519 178.7493
1.96 0.131192 -0.1429003 88.61491 178.6636 178.6609
1.98 0.1280081 -0.1428 88.8045 178.4514 178.4487
2 0.1246867 -0.1415161 89.06938 178.0096 178.0066
2.02 0.1213049 -0.1393466 89.38802 176.97 176.967
2.04 0.1179408 -0.1366522 89.73533 172.9918 172.9886
2.06 0.1146725 -0.1368475 89.91153 0.03578001 0
2.08 0.1115767 -0.1456736 89.58363 4.457364 4.453786
2.1 0.1087263 -0.1535041 89.29779 2.645708 2.641999
2.12 0.1061884 -0.1599843 89.07106 2.001185 1.997364
2.14 0.1040224 -0.1648477 88.91592 1.71556 1.711642
2.16 0.1022785 -0.1679148 88.83972 1.603129 1.599145
2.18 0.1009959 -0.1690934 88.8458 1.611395 1.607362
2.2 0.1002025 -0.1683748 88.93283 1.742415 1.738353
2.22 0.09991429 -0.1658635 89.09388 2.051563 2.047497
2.24 0.1001353 -0.1617905 89.31528 2.713228 2.709175
2.26 0.1008581 -0.1564834 89.57896 4.402636 4.398602
2.28 0.1020622 -0.1503279 89.86012 13.30681 13.30272
2.3 0.1037149 -0.1488376 89.85065 167.5237 167.5199
2.32 0.1057727 -0.1513594 89.59026 175.4769 175.473
2.34 0.1081822 -0.1528718 89.36542 177.0811 177.0773
2.36 0.1108821 -0.1532076 89.19085 177.7109 177.707
2.38 0.1138046 -0.1522748 89.07655 177.9949 177.991
2.4 0.1168772 -0.1500532 89.02783 178.0961 178.0922
2.42 0.1200245 -0.1465906 89.04571 178.0597 178.0558
2.44 0.1231698 -0.1419979 89.12867 177.8737 177.8697
2.46 0.1262376 -0.1364691 89.27046 177.4608 177.4567
2.48 0.129155 -0.1302761 89.4586 176.5782 176.574
2.5 0.1318542 -0.1237447 89.67796 174.2435 174.2393
2.52 0.1342737 -0.1172234 89.91377 0.03679586 0
2.54 0.1363599 -0.1162227 89.85196 12.3482 12.34365
2.56 0.1380684 -0.1182956 89.6347 5.077287 5.0727
2.58 0.1393639 -0.1202509 89.44786 3.365435 3.36077
2.6 0.1402208 -0.12193 89.30227 2.664279 2.659548
2.62 0.140623 -0.1232144 89.20574 2.340153 2.335366
2.64 0.1405638 -0.1240285 89.16187 2.219235 2.214406
2.66 0.1400453 -0.124338 89.17434 2.251408 2.246553
2.68 0.1390801 -0.1241484 89.24075 2.447769 2.442904
2.7 0.1376912 -0.1235204 89.35624 2.88716 2.882297
2.72 0.1359121 -0.1225712 89.51341 3.813061 3.808208
2.74 0.1337859 -0.1214598 89.69804 6.150846 6.146012
2.76 0.1313643 -0.1203696 89.90109 0.03714663 0
2.78 0.1287067 -0.1230982 89.89347 0.03717375 0
2.8 0.1258785 -0.129248 89.70592 173.7175 173.7128
2.82 0.1229492 -0.135067 89.53945 175.9754 175.9707
2.84 0.1199904 -0.1403061 89.4095 176.8668 176.8621
2.86 0.1170738 -0.1447596 89.32073 177.2743 177.2696
2.88 0.1142691 -0.1482705 89.27991 177.4283 177.4236
2.9 0.1116424 -0.1507354 89.28921 177.3944 177.3897
2.92 0.1092547 -0.1521055 89.34778 177.1606 177.1559
2.94 0.1071602 -0.1524019 89.45071 176.6258 176.621
2.96 0.1054058 -0.1517158 89.59122 175.4707 175.4658
2.98 0.1040305 -0.1501961 89.7561 172.3911 172.3861
3 0.1030641 -0.1480325 89.93439 0.03744085 0
3.02 0.1025278 -0.1495106 89.88131 15.50621 15.50104
3.04 0.102433 -0.1525217 89.7147 6.511385 6.506203
3.06 0.1027818 -0.154676 89.57249 4.336791 4.331549
3.08 0.1035658 -0.1558234 89.46077 3.447631 3.442335
3.1 0.1047651 -0.1558686 89.38963 3.044754 3.039425
3.12 0.1063488 -0.1547739 89.36173 2.911299 2.905938
3.14 0.1082758 -0.152558 89.37788 2.988781 2.983406
3.16 0.110496 -0.1492967 89.43838 3.305448 3.300072
3.18 0.1129522 -0.1451288 89.53648 4.003498 3.998127
3.2 0.1155818 -0.1402512 89.66486 5.538335 5.532979
3.22 0.1183185 -0.1349019 89.81443 9.960488 9.955136
3.24 0.1210949 -0.129342 89.97202 0.03768736 0
3.26 0.1238438 -0.1284751 89.86438 166.3096 166.3043
3.28 0.1265005 -0.1283576 89.72023 173.3727 173.3675
3.3 0.1290037 -0.1280151 89.597 175.4042 175.399
3.32 0.1312969 -0.1273737 89.50228 176.2791 176.2738
3.34 0.1333295 -0.1263909 89.44187 176.6808 176.6756
3.36 0.1350572 -0.1250552 89.41987 176.8097 176.8044
3.38 0.1364429 -0.1233877 89.43559 176.718 176.7127
3.4 0.137457 -0.1214406 89.48986 176.374 176.3687
3.42 0.1380778 -0.1193048 89.57664 175.6309 175.6256
3.44 0.138292 -0.1171045 89.69099 174.0301 174.0247
3.46 0.138095 -0.1149879 89.82196 169.62 169.6145
3.48 0.1374911 -0.113113 89.95576 0.03788815 0
3.5 0.1364949 -0.1153738 89.89165 0.03790168 0
3.52 0.135131 -0.1190388 89.76179 7.720954 7.715349
3.54 0.1334336 -0.1227183 89.64668 5.250314 5.244665
3.56 0.1314452 -0.1262473 89.55853 4.202769 4.197083
3.58 0.1292154 -0.1294838 89.50111 3.71798 3.712261
3.6 0.1267993 -0.1323134 89.47698 3.549946 3.544206
3.62 0.1242561 -0.1346532 89.48833 3.630516 3.624763
3.64 0.1216474 -0.1364549 89.53522 3.990824 3.985074
3.66 0.1190358 -0.1377127 89.61234 4.787924 4.78218
3.68 0.1164831 -0.1384637 89.71606 6.518452 6.512722
3.7 0.1140493 -0.1387801 89.83687 11.297 11.29128
3.72 0.1117912 -0.138758 89.96574 0.03804738 0
3.74 0.1097611 -0.1419685 89.90109 0.03805453 0
3.76 0.1080057 -0.1458422 89.77795 171.6572 171.6515
3.78 0.1065653 -0.1490974 89.67435 174.3114 174.3058
3.8 0.1054728 -0.1515836 89.59506 175.4312 175.4256
3.82 0.1047528 -0.1531885 89.54372 175.9398 175.9342
3.84 0.1044216 -0.1538429 89.52522 176.0984 176.0928
3.86 0.1044863 -0.1535224 89.53987 175.9738 175.9682
3.88 0.1049449 -0.1522485 89.58646 175.5183 175.5126
3.9 0.1057855 -0.1500948 89.66196 174.5214 174.5157
3.92 0.106986 -0.1471838 89.76015 172.2924 172.2866
3.94 0.1085151 -0.1436749 89.8718 165.5425 165.5367
3.96 0.1103331 -0.139754 89.97202 0.03819713 0
3.98 0.1123934 -0.1395951 89.88465 0.03821303 0
4 0.1146438 -0.1392483 89.77531 8.263391 8.257483
4.02 0.1170282 -0.1384711 89.68472 5.868979 5.863038
4.04 0.1194881 -0.1372197 89.61437 4.817456 4.811481
4.06 0.1219639 -0.1354821 89.57204 4.342089 4.336093
4.08 0.1243967 -0.1332757 89.55943 4.214449 4.208438
4.1 0.1267292 -0.1306485 89.57664 4.38219 4.376169
4.12 0.1289075 -0.1276782 89.62206 4.906456 4.900437
4.14 0.1308819 -0.124474 89.69225 6.024248 6.01824
4.16 0.1326076 -0.1211705 89.78239 8.506231 8.500237
4.18 0.1340465 -0.1179201 89.88635 0.03830994 0
4.2 0.135167 -0.1148817 89.98022 0.03832253 0
4.22 0.1359449 -0.1158999 89.89165 0.03833469 0
4.24 0.136364 -0.1172231 89.79346 171.0572 171.0513
4.26 0.1364158 -0.1186511 89.70993 173.6465 173.6406
4.28 0.1360997 -0.120093 89.64392 174.7964 174.7905
4.3 0.1354237 -0.1214734 89.60485 175.3262 175.3203
4.32 0.1344046 -0.1227339 89.58931 175.484 175.4781
4.34 0.1330676 -0.1238365 89.60287 175.3313 175.3254
4.36 0.1314455 -0.1247637 89.64336 174.8098 174.8039
4.38 0.1295783 -0.125524 89.70659 173.6906 173.6846
4.4 0.1275115 -0.1261503 89.78878 171.2375 171.2316
4.42 0.1252954 -0.1266946 89.88465 0.03843659 0
4.44 0.1229839 -0.1272205 89.97202 0.03845054 0
4.46 0.1206326 -0.1309383 89.91153 0.03846229 0
4.48 0.118298 -0.1349158 89.81338 9.978593 9.972456
4.5 0.1160359 -0.1385785 89.73459 6.986567 6.980398
4.52 0.1139 -0.1417822 89.67314 5.68332 5.677122
4.54 0.1119403 -0.144408 89.63577 5.090157 5.08394
4.56 0.1102026 -0.1463687 89.62257 4.918473 4.912243
4.58 0.108727 -0.1476105 89.63577 5.098986 5.092752
4.6 0.107547 -0.1481167 89.67435 5.701553 5.695321
4.62 0.1066892 -0.1479102 89.73607 7.008702 7.002477
4.64 0.1061728 -0.1470497 89.81443 9.950792 9.944586
4.66 0.1060088 -0.1456264 89.90513 0.03855757 0
4.68 0.1062007 -0.1438466 89.98022 0.03856344 0
4.7 0.1067434 -0.1449612 89.90109 0.03857127 0
4.72 0.1076233 -0.1455976 89.81338 170.0571 170.0508
4.74 0.1088177 -0.1456765 89.74207 172.843 172.8368
4.76 0.1102962 -0.1451455 89.68784 174.0815 174.0753
4.78 0.1120212 -0.1439826 89.65565 174.6331 174.6269
4.8 0.1139491 -0.1421989 89.64778 174.7582 174.7521
4.82 0.1160316 -0.139836 89.66312 174.509 174.5028
4.84 0.1182168 -0.1369675 89.70261 173.7895 173.7833
4.86 0.1204513 -0.1336983 89.76097 172.2549 172.2487
4.88 0.1226808 -0.1301588 89.83568 168.7546 168.7482
4.9 0.1248522 -0.1264976 89.92088 0.03864174 0
4.92 0.1269144 -0.1233007 89.98022 0.03864048 0
4.94 0.1288198 -0.1229261 89.89913 0.03864713 0
4.96 0.1305252 -0.1226154 89.8187 10.20246 10.19614
4.98 0.1319925 -0.1223158 89.75292 7.474346 7.46799
5 0.1331895 -0.1219875 89.70196 6.231026 6.22465
