5,163.4239
6,127.2175
8,118.5991
9,142.1938
10,152.6124
12,133.4142
13,132.1822
14,135.4789
15,130.0848
16,123.0106
17,108.8656
18,93.12427
19,120.8685
20,118.029
21,124.3051
22,114.9692
23,107.9539
24,108.1518
25,119.8268
26,99.72115
27,104.8916
28,101.6563
29,103.9319
30,90.48302
31,101.1343
32,83.64223
33,94.02624
34,88.29386
35,92.81487
36,74.47838
37,82.28987
38,80.0573
39,78.298
40,75.77125
41,82.27
42,68.85739
43,63.77462
44,51.25263
45,71.25961
46,67.13103
47,69.33313
48,52.59701
49,63.55771
50,50.67015
51,60.74581
52,49.65625
53,43.49068
54,44.9588
55,47.96047
56,48.79495
57,46.38578
58,46.77247
60,47.43748
61,12.48757
62,13.24302
63,31.48269
64,17.18274
65,13.20859
66,11.61184
67,14.8695
68,15.7004
69,16.84245
70,16.59677
71,16.62674
72,16.45845
73,18.63277
74,17.71368
75,17.90487
76,18.26604
77,19.44933
78,21.87597
